,news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
375,N30358,baseball,2019 Astros review: Alex Bregman,"Over the next few weeks on Texas Sports Nation, we will analyze the 2019 season of each major Astros contributor. Alex Bregman In 2018: .286/.394/.532, .926 OPS, 170 H, 83 XBH, 31 HR, 96 BB, 85 K, All-Star Game MVP, 6.9 bWAR, 7.6 fWAR In 2019: .296/.423/.592, 1.015 OPS, 164 H, 80 XBH, 41 HR, 119 BB, 83 K, 8.4 bWAR, 8.5 fWAR Analysis: If last season was Alex Bregman's breakout, this year cemented the Astros' third baseman as one of baseball's...","2019 Astros review: Alex Bregman Over the next few weeks on Texas Sports Nation, we will analyze the 2019 season of each major Astros contributor. Alex Bregman In 2018: .286/.394/.532, .926 OPS, 170 H, 83 XBH, 31 HR, 96 BB, 85 K, All-Star Game MVP, 6.9 bWAR, 7.6 fWAR In 2019: .296/.423/.592, 1.015 OPS, 164 H, 80 XBH, 41 HR, 119 BB, 83 K, 8.4 bWAR, 8.5 fWAR Analysis: If last season was Alex Bregman's breakout, this year cemented the Astros' third baseman as one of baseball's...","[-0.11312609151890542, 0.033984406607256726, 0.24913598640661294, 0.06035552908454707, 0.06252485757554975, 0.11376047821414671, -0.11630798800495165, -0.03224989643790233, -0.033702365470615246, 0.15211389489702884]","[0.09010611474514008, -0.24189244210720062, -0.030642151832580566, 0.1264370083808899, 0.040512654930353165, 0.22172501683235168, 0.4431716501712799, -0.057002753019332886, 0.07917875796556473, 0.02685127966105938]","[0.0033022686816475675, 0.1792340279004355, -0.20672563333577468, -0.0661117777054067, 0.18681105242688478, -0.11818517589681635, -0.0990430333111982, -0.1853334204771929, 0.1311783852558783, -0.15073986964502917]"
376,N23228,basketball,Fenwick volleyball edges Highland for Division II state title,The Falcons rallied after dropping the first set en route to the program's second state volleyball title.,Fenwick volleyball edges Highland for Division II state title The Falcons rallied after dropping the first set en route to the program's second state volleyball title.,"[-0.12004300769806993, -0.05488861434933478, -0.005016550899299859, -0.07496938094897876, -0.09550320693244656, 0.0020932446998389188, -0.019021008103264462, 0.07164077601777726, 0.03250234370163139, -0.06016553862777516]","[0.22965548932552338, 0.2624727785587311, -0.023973990231752396, 0.05490585044026375, 0.08182457834482193, -0.07244224101305008, 0.037440016865730286, 0.04517155885696411, -0.05901666730642319, 0.08216507732868195]","[-0.2880229709063794, -0.06513806102879409, 0.10338655878771802, -0.05056266834362289, 0.048379482481632756, 0.062474662774135964, 0.06817522618908299, -0.05675867911965762, 0.05159919431706668, -0.16079055350374272]"
377,N56639,basketball,"LeBron James Needs Evolve, Get More Aggressive if Lakers Want to Make a Run","Tuesday night the tandem of LeBron James and Anthony Davis debuted for the new-look Los Angeles Lakers against Kawhi Leonard and the new-look Los Angeles Clippers. Round 1 went to Kawhi and company as they knocked off the Lakers 112-102. In the process, James looked shaky and passive offensively. That must change if the Lakers are going to reach their lofty expectations this season. James finished the opener with 18 points, nine rebounds, eight...","LeBron James Needs Evolve, Get More Aggressive if Lakers Want to Make a Run Tuesday night the tandem of LeBron James and Anthony Davis debuted for the new-look Los Angeles Lakers against Kawhi Leonard and the new-look Los Angeles Clippers. Round 1 went to Kawhi and company as they knocked off the Lakers 112-102. In the process, James looked shaky and passive offensively. That must change if the Lakers are going to reach their lofty expectations this season. James finished the opener with 18 points, nine rebounds, eight...","[-0.09625628606191948, 0.06440103684309895, -0.050405428510114925, -0.08805109261220902, 0.11377144836760626, 0.12124816884304257, -0.08292994537059907, 0.1563076707747561, 0.07949751377824946, -0.06202462446328379]","[0.12644731998443604, -0.14453774690628052, 0.17340756952762604, -0.44511866569519043, -0.034381963312625885, -0.03237565606832504, 0.05288805440068245, 0.04163855314254761, -0.0301200058311224, -0.06258322298526764]","[-0.10518041151025144, 0.020283771805365013, -0.16614437543280647, 0.25224852840993794, -0.07234155830511507, -0.07189186956084875, -0.1174900336226251, 0.03087622727404042, -0.18422246644922033, -0.018368530759228563]"
378,N48364,football,Packers Wire staff predictions: Week 6 vs. Lions,Predicting the outcome of the Packers' Week 6 visit from the Detroit Lions.,Packers Wire staff predictions: Week 6 vs. Lions Predicting the outcome of the Packers' Week 6 visit from the Detroit Lions.,"[0.35283262767371676, -0.28655781691725896, -0.06123003390383087, 0.2260854806284594, 0.16662668026758748, -0.14271705052170677, -0.18799005734202653, 0.4186705146000799, -0.23647467513401935, -0.019901956830531746]","[-0.27087798714637756, 0.30997392535209656, 0.17431166768074036, 0.10521625727415085, -0.15837784111499786, 0.09585721790790558, -0.19369709491729736, -0.016237566247582436, -0.016791779547929764, -0.17435520887374878]","[0.12852585817318313, -0.3296808422306626, -0.07702331517250445, -0.06912177831329264, 0.033886168504105765, -0.11989623767425406, 0.09399952323332797, -0.08739980973156043, -0.07210677667913229, 0.08107035425535825]"
379,N36409,football,"Michigan, Jim Harbaugh make late push for 2020 QB C.J. Stroud","Michigan is going to try and land a quarterback for its 2020 recruiting class after all. Just days after commit J.D. Johnson, of Arizona, announced his plans to medically retire from football, Jim Harbaugh and his coaching staff extended a scholarship offer to C.J. Stroud. Stroud, a four-star quarterback from Rancho Cucamonga, Calif., has not yet settled on a school -- but he has plenty of ...","Michigan, Jim Harbaugh make late push for 2020 QB C.J. Stroud Michigan is going to try and land a quarterback for its 2020 recruiting class after all. Just days after commit J.D. Johnson, of Arizona, announced his plans to medically retire from football, Jim Harbaugh and his coaching staff extended a scholarship offer to C.J. Stroud. Stroud, a four-star quarterback from Rancho Cucamonga, Calif., has not yet settled on a school -- but he has plenty of ...","[-0.05927064102261884, -0.02867876471404473, -0.10350163275014669, -0.07364417915941994, -0.014830753560555413, -0.038199642252476955, -0.0670975266179705, -0.02894430828973336, 0.004186559399358162, 0.1171633930461212]","[-0.08721685409545898, -0.018773097544908524, -0.41719475388526917, 0.019990727305412292, -0.12103619426488876, 0.046613406389951706, 0.019610442221164703, 0.06097394600510597, 0.05792967602610588, 0.2327568382024765]","[-0.05099199770469921, 0.07358767580724324, 0.25730243021380805, -0.07783427431574758, 0.1740314407014417, 0.042184330077504856, -0.05790545318252352, 0.017388604332189205, -0.03156824023796328, 0.06719477758473799]"
380,N49841,football,Tom Brady doesn't want you to blame Julian Edelman: 'He was trying to get yards',Brady's most-trusted receiver committed a costly fumble that led to a 70-yard return for a touchdown in Sunday night's 37-20 loss at Baltimore.,Tom Brady doesn't want you to blame Julian Edelman: 'He was trying to get yards' Brady's most-trusted receiver committed a costly fumble that led to a 70-yard return for a touchdown in Sunday night's 37-20 loss at Baltimore.,"[0.06867982024385226, 0.20202763537774593, -0.1070424426638858, 0.0821286075080179, -0.14777363784624417, -0.021884876344576424, -0.008185455717844271, 0.0918854072919984, 0.08416505628324814, -0.028646405183859334]","[-0.3456410765647888, -0.012890353798866272, 0.08943968266248703, -0.036057401448488235, 0.2997192442417145, -0.24976570904254913, 0.03142920508980751, -0.0628175213932991, 0.16797687113285065, 0.2153497338294983]","[0.2702993489577228, 0.024887819900310852, 0.09399469431734575, -0.05254730175283913, -0.20135244361550972, 0.29448339451860406, -0.30930078861397126, -0.010110343608752022, -0.0061973044926733984, 0.00010018013116782624]"
381,N32045,basketball,"Stanley scores 19, leads No. 4 Duke past Colorado State, 89-55",No. 4 Duke rolled to a lopsided win against Colorado State,"Stanley scores 19, leads No. 4 Duke past Colorado State, 89-55 No. 4 Duke rolled to a lopsided win against Colorado State","[-0.10341655850410636, -0.078811520922454, -0.048545739095182984, -0.06276722882687626, -0.12025037657628326, -0.010094193548932817, -0.050167833979661215, 0.02689138535525161, -0.006141083403122866, -0.04875032874270111]","[0.30019932985305786, 0.26087686419487, -0.08379143476486206, -0.13684570789337158, 0.0026323471684008837, -0.03780379518866539, 0.13630148768424988, 0.058258816599845886, -0.057778190821409225, 0.07963861525058746]","[-0.3393253942746382, -0.059984792736768114, 0.0886797825799841, 0.14102695533922435, -0.023110450218930625, 0.006064246936870954, -0.11432998388829806, 0.1261398038492316, 0.08127096985430508, -0.11336867031755207]"
382,N3547,football,Report: Angels knew of Tyler Skaggs' drug use 'long before his death',"A new report indicates the Los Angeles Angels were aware of Tyler Skaggs' opioid use but, the team's director of communications, Eric Kay, provided DEA agents with names of five other players he believed were using opioids.","Report: Angels knew of Tyler Skaggs' drug use 'long before his death' A new report indicates the Los Angeles Angels were aware of Tyler Skaggs' opioid use but, the team's director of communications, Eric Kay, provided DEA agents with names of five other players he believed were using opioids.","[-0.004002607395324822, 0.0717587831056405, -0.03557022031185376, 0.01602018573957696, 0.06894000296595716, 0.03657479711572337, 0.009072982435735158, 0.04486072069424882, -0.012851594907097334, 0.05214179835973363]","[0.060190651565790176, -0.26015934348106384, 0.04205324500799179, 0.0856705754995346, 0.011590443551540375, -0.010534337721765041, 0.11654095351696014, -0.1878211349248886, 0.0010264518205076456, 0.0019327565096318722]","[0.04649905197715313, 0.2973560583373448, -0.050914975409622795, -0.04133311326853741, -0.12041643876505576, -0.0314634450290691, 0.1357107247369386, -0.02204497190391719, 0.004597017334900586, 0.0340555888816715]"
383,N61573,basketball,Drummond: I'm 'definitely' the best rebounder in NBA history,"Andre Drummond, now in his eighth season, has been widely hailed as among the better rebounders in the NBA.","Drummond: I'm 'definitely' the best rebounder in NBA history Andre Drummond, now in his eighth season, has been widely hailed as among the better rebounders in the NBA.","[-0.1305863852230695, 0.06732208848218717, 0.13445162605339098, -0.20667996413448037, 0.3178856349040317, 0.253785829904245, -0.08778635359269298, 0.19599498666037493, 0.22021129595787475, -0.1013811137059778]","[0.25036606192588806, -0.08919575810432434, 0.00045458468957804143, -0.3263567388057709, 0.012810632586479187, -0.104385145008564, 0.15351448953151703, 0.2736178934574127, 0.1062764823436737, -0.14297565817832947]","[-0.08263526607639703, 0.17314464177028752, -0.034063800365760406, 0.17997530832455108, -0.03365246719376075, -0.015696446879183545, -0.12055422914024995, -0.09040428754974858, -0.21248317944764558, -0.1925592264115067]"
384,N41710,tennis,Osaka withdraws from WTA finals with shoulder injury,Osaka withdraws from WTA finals with shoulder injury,Osaka withdraws from WTA finals with shoulder injury Osaka withdraws from WTA finals with shoulder injury,"[-0.004275040597068891, -0.015009401352397303, -0.04624367956188222, 0.09266349344763687, 0.053245821968686595, 0.05930573902613266, 0.0702014599358743, -0.037901157817003664, 0.004208177977058776, 0.0343945207664465]","[0.21051767468452454, -0.09177983552217484, 0.02584022283554077, 0.026144083589315414, 0.2571176588535309, 0.1736733615398407, -0.12502503395080566, -0.1459682732820511, -0.060570571571588516, -0.034016601741313934]","[-0.004742189106688189, 0.11287107390332116, 0.15844262312461269, -0.06190904204459634, -0.17049825437219332, -0.2143736085621852, -0.051694195092420625, -0.054407185384768804, 0.05009447260849358, 0.060310980308904964]"
385,N44216,basketball,Nahziah Carter sparks Huskies to 56-46 victory over Mount St. Mary's,"SEATTLE -- Nahziah Carter decided enough was enough. With 9:35 left in the game and Washington clinging to a four-point lead over Mount St. Mary's, Carter got out in transition. And then he saw the opening. Just after crossing the 3-point line, he took two steps and flew, launching himself toward the basket for a one-handed dunk that ignited Alaska Airlines Arena. The Huskies' bench ...","Nahziah Carter sparks Huskies to 56-46 victory over Mount St. Mary's SEATTLE -- Nahziah Carter decided enough was enough. With 9:35 left in the game and Washington clinging to a four-point lead over Mount St. Mary's, Carter got out in transition. And then he saw the opening. Just after crossing the 3-point line, he took two steps and flew, launching himself toward the basket for a one-handed dunk that ignited Alaska Airlines Arena. The Huskies' bench ...","[-0.06552901398360074, -0.024818025768459512, -0.0178851932440114, 0.020639775686420038, -0.07470481008627242, 0.0250060714125485, -0.04818427857815132, -0.043997845610644626, -0.00490224163586931, -0.021545725196342447]","[0.2544991075992584, 0.23833726346492767, -0.0899011418223381, -0.14808562397956848, 0.11403238773345947, -0.12749679386615753, 0.09684795886278152, -0.06339691579341888, -0.10551594942808151, 0.07223118096590042]","[-0.29318628151223264, 0.05556471187228282, 0.12010832816800646, 0.1521487575100929, -0.09986556786020223, 0.08167782098293638, -0.03502557550222859, 0.08120085355713204, 0.1973473946527567, -0.05523726698864507]"
