news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
N62065,tennis,Andy Murray targets Australian Open after bouncing back from 'rough year',"He's made an impressive recovery from career-saving hip surgery, but Andy Murray says he questioned whether he wanted to return to tennis.","Andy Murray targets Australian Open after bouncing back from 'rough year' He's made an impressive recovery from career-saving hip surgery, but Andy Murray says he questioned whether he wanted to return to tennis.","[-0.053150821586400915, 0.024886915513640653, -0.042040295044843856, -0.09697296557223199, 0.09678996568095911, -0.04505732740537414, 0.03671557416510753, 0.045846425142743924, -0.044490867982838175, -0.04129561166421403]","[0.29117491841316223, -0.2660488486289978, -0.07591685652732849, -0.058850765228271484, -0.13646268844604492, -0.11436532437801361, -0.01750907301902771, 0.12796640396118164, 0.07980819046497345, 0.15832766890525818]","[0.28448707650172683, 0.17168241732394893, -0.07929716784486215, -0.11403763568463617, -0.03227808300329776, -0.058726088164213236, 0.09041168931936866, -0.1661587175529122, 0.05837042896858746, 0.0790566132199271]"
N36474,tennis,Nadal beats Wawrinka again to reach Paris Masters quarters,"PARIS (AP) Rafael Nadal beat Stan Wawrinka for the 19th time in 22 meetings, winning 6-4, 6-4 Thursday to reach the Paris Masters quarterfinals.","Nadal beats Wawrinka again to reach Paris Masters quarters PARIS (AP) Rafael Nadal beat Stan Wawrinka for the 19th time in 22 meetings, winning 6-4, 6-4 Thursday to reach the Paris Masters quarterfinals.","[-0.05237644474994311, 0.08114565663038113, -0.036438498842395056, -0.1512432979229684, 0.1615256380495565, -0.14208164301633475, 0.09156516838592489, -0.03230489463436044, 0.047276937897607646, -0.03522832728041773]","[0.581464946269989, 0.00015982345212250948, -0.2293081134557724, 0.11311300843954086, -0.04804670438170433, 0.08424831926822662, -0.22358082234859467, -0.005660891067236662, 0.13526205718517303, -0.006617562845349312]","[0.35796483316188177, -0.02403351183216254, -0.20233159542042678, 0.12356980882892293, -0.12104943378164582, -0.14946031829324577, 0.0697090423494231, 0.06282360661635586, -0.0747976987059932, -0.06041432359695194]"
N55177,tennis,"ATP World Tour 250, Antwerp Men's Singles Results","TENNIS-ATP/RESULTS MENS SINGLES:ATP World Tour 250, Antwerp Men's Singles Results","ATP World Tour 250, Antwerp Men's Singles Results TENNIS-ATP/RESULTS MENS SINGLES:ATP World Tour 250, Antwerp Men's Singles Results","[-0.030847314532582607, 0.09590661757441803, 0.058035385740957464, -0.049053334599136064, 0.17090452422650676, -0.13208274030999598, 0.03220803292306612, -0.07223514840191571, -0.01535993905854486, -0.13483534839649491]","[0.405936062335968, 0.0026068820152431726, -0.288693904876709, -0.07228443026542664, -0.012749556452035904, 0.04250485822558403, -0.0739215835928917, 0.12543760240077972, 0.05522720515727997, 0.09163887798786163]","[0.3006817114843706, -0.01685558523018265, -0.293429957996489, 0.04452218238149173, -0.02011069192853636, -0.12396255985240788, 0.06781984583763394, 0.12397726221328716, -0.09891376491409533, -0.11334365616096614]"
N23313,tennis,Sinner basking in spotlight with Next Gen ATP Finals win,"Italian teenager Jannik Sinner admitted he felt like Roger Federer or Rafael Nadal as he basked in the spotlight after defeating top-seed Australian Alex de Minaur in straight sets to win the Next Gen ATP Finals on home soil in Milan on Saturday. The 18-year-old Sinner, an eighth-seeded wildcard, saved nine break points to win 4-2, 4-1, 4-2 in just over an hour against 18th-ranked De Minaur, who also lost last year's final to Stefanos Tsitsipas....","Sinner basking in spotlight with Next Gen ATP Finals win Italian teenager Jannik Sinner admitted he felt like Roger Federer or Rafael Nadal as he basked in the spotlight after defeating top-seed Australian Alex de Minaur in straight sets to win the Next Gen ATP Finals on home soil in Milan on Saturday. The 18-year-old Sinner, an eighth-seeded wildcard, saved nine break points to win 4-2, 4-1, 4-2 in just over an hour against 18th-ranked De Minaur, who also lost last year's final to Stefanos Tsitsipas....","[-0.03936867303505749, 0.09704003109092318, 0.02707551451385328, -0.20550314877539938, 0.26677183548909217, -0.16826939790247283, 0.12520738883497007, -0.043702984626312696, 0.07759244847094407, 0.01933711554303644]","[0.4615135192871094, -0.14483040571212769, -0.1654684990644455, 0.1334415227174759, 0.004102094564586878, -0.03182098641991615, -0.16902653872966766, 0.025416046380996704, 0.10936617851257324, -0.037856873124837875]","[0.40262672334000427, 0.021526599118723316, -0.21124534003813308, 0.04871847381687189, -0.0726287981065426, -0.20238178092557454, 0.0650986566669398, 0.013185141596506439, 0.006775898812460465, 0.11397605045359395]"
N19534,tennis,Tsitsipas thrashes Zverev to reach ATP semis,Tsitsipas thrashes Zverev to reach ATP semis,Tsitsipas thrashes Zverev to reach ATP semis Tsitsipas thrashes Zverev to reach ATP semis,"[-0.03860234219022153, 0.0677489733060883, -0.030444663251464877, -0.1372667937025272, 0.15192398863894796, -0.10263003810884122, 0.09116727908970912, -0.02191361499848227, 0.06303002542581479, -0.10309502048514693]","[0.39593786001205444, -0.001763747539371252, -0.2772674262523651, 0.12085916101932526, 0.03270485997200012, 0.005852700676769018, -0.14312511682510376, 0.035557813942432404, -0.005373799242079258, -5.316779424902052e-05]","[0.3259667008655945, -0.019721042543925205, -0.23590917468053405, 0.11870213536112946, -0.14986319417356542, -0.1183431760886655, 0.09062541892357845, 0.06544059158904283, -0.0570281003462082, -0.08362527080249117]"
N50760,tennis,Teenage star Gauff beats Ostapenko to win 1st WTA title,"Teenage prodigy Coco Gauff won her first WTA title on Sunday following a 6-3, 1-6, 6-2 win over Jelena Ostapenko.","Teenage star Gauff beats Ostapenko to win 1st WTA title Teenage prodigy Coco Gauff won her first WTA title on Sunday following a 6-3, 1-6, 6-2 win over Jelena Ostapenko.","[0.02477013613916821, 0.044063515451252096, -0.02710727326356249, 0.0015412524117213555, 0.11899790901249706, -0.08949998979157052, 0.0759540843959582, 0.020538605866651797, 0.011464984196846469, 0.1534260303359876]","[0.4317769706249237, 0.017143184319138527, -0.19999276101589203, 0.03624165803194046, 0.09010113030672073, 0.04808405786752701, 0.016629658639431, -0.06948982179164886, 0.26700568199157715, -0.11839097738265991]","[0.3203396578805066, -0.01687914455351399, -0.23501875660244376, 0.08065913555848678, 0.038182410388011456, -0.0759646849039244, 0.03119619885132366, 0.07685371529093175, -0.03730186582234357, 0.06030956110036297]"
N36393,tennis,Serena Williams Shows Off Her Assets While Modeling Plaid Pants For Boss Babes,She makes every outfit look good.,Serena Williams Shows Off Her Assets While Modeling Plaid Pants For Boss Babes She makes every outfit look good.,"[-0.05106673884915437, 0.011568152082920098, -0.0473829562986094, 0.012576747644834336, 0.02384632384377257, 0.03229727530890996, -0.03732282368010309, 0.03542562638473654, 0.02161788449269017, 0.03061510224320066]","[0.25283485651016235, -0.1445387452840805, -0.1713048666715622, -0.1789993941783905, -0.014686433598399162, -0.06571143120527267, 0.030199620872735977, 0.09582234919071198, 0.027693750336766243, 0.0983869880437851]","[0.19115111784694774, 0.09845421814208163, -0.136576639870399, -0.09744980521750599, 0.005760392044339781, -0.09702842171101463, -0.05759095716939159, -0.14652489063404733, 0.0871132751010555, 0.07103519850813238]"
N63000,tennis,"Osaka, Barty open WTA Finals campaigns with victories","Naomi Osaka extended her winning-streak to 11 matches after defeating Petra Kvitova of the Czech Republic 7-6 (1), 4-6, 6-4 in the first of three round-robin matches at this year's WTA Finals,","Osaka, Barty open WTA Finals campaigns with victories Naomi Osaka extended her winning-streak to 11 matches after defeating Petra Kvitova of the Czech Republic 7-6 (1), 4-6, 6-4 in the first of three round-robin matches at this year's WTA Finals,","[-0.044115672712724645, 0.061206459732357034, -0.02258747845428044, -0.11367387190949638, 0.1020845937184877, -0.1240059579470043, 0.08763587743103239, 0.025946939727509156, 0.002511088116460935, -0.008459624753778776]","[0.4287199378013611, 0.034290995448827744, -0.34697195887565613, 0.028405845165252686, -0.06408286839723587, 0.055444516241550446, -0.11538933962583542, -0.021408947184681892, 0.18279582262039185, 0.033520497381687164]","[0.3449855872831005, -0.06249081381196089, -0.26898543200678476, 0.129660866305788, -0.08367501736602337, -0.0652637535426548, -0.054419430768383466, 0.08766385088608833, -0.11149120075295284, -0.07948291666439289]"
N44307,tennis,"A century later, Naomi Osaka, Kei Nishikori can bring Japan Olympic tennis to forefront","Naomi Osaka and Kei Nishikori, already among Japan's biggest sports stars, could team up in Tokyo.","A century later, Naomi Osaka, Kei Nishikori can bring Japan Olympic tennis to forefront Naomi Osaka and Kei Nishikori, already among Japan's biggest sports stars, could team up in Tokyo.","[-0.029707571527634796, 0.08960091858744282, 0.010810178437374852, -0.02550595558080399, -0.00011922038766704675, -0.057264728288737056, 0.012137311692323054, 0.014027697110155227, -0.017621356610256537, -0.14684126002002174]","[0.32389700412750244, -0.15963272750377655, -0.21970610320568085, -0.09341990947723389, 0.006039455998688936, 0.035320401191711426, 0.03847622871398926, 0.23209241032600403, 0.10542071610689163, 0.192715585231781]","[0.2851597194296526, 0.05019008540061448, -0.19389971646720164, -0.0870349110601427, -0.03593443754705231, -0.025628223662354115, -0.03733454150333879, -0.12895447462550635, -0.06538016637952264, 0.11827019377598395]"
N5063,tennis,Tennis Star Rafael Nadal Marries Maria Francisca Perello In Spain,The athlete tied the knot with his longtime love at a castle.,Tennis Star Rafael Nadal Marries Maria Francisca Perello In Spain The athlete tied the knot with his longtime love at a castle.,"[-0.05879238011555385, 0.09345654170572773, -0.015603871541571513, -0.13920494849002008, 0.11488896382153777, -0.12024913861266372, 0.07149881009667147, -0.04808983802358257, 0.08019001917153697, -0.11784977897784474]","[0.3994918167591095, -0.23524099588394165, -0.047443125396966934, 0.08063238114118576, -0.08597409725189209, 0.029083847999572754, -0.19737528264522552, 0.09332526475191116, 0.06919988989830017, 0.022362742573022842]","[0.3252024951648143, 0.05089048398717256, -0.13003504605309765, -0.0854308423779076, -0.011926758746723455, -0.20244406055249098, 0.05132664734315134, -0.005866064119098116, -0.01190476386130621, 0.017501777884515998]"
N18520,tennis,ATP roundup: Federer earns walkover into Swiss semis,ATP roundup: Federer earns walkover into Swiss semis,ATP roundup: Federer earns walkover into Swiss semis ATP roundup: Federer earns walkover into Swiss semis,"[-0.045396392367894556, 0.08705462632545416, -0.035724652924864944, -0.17927965641620666, 0.2092014666495653, -0.11970102127019812, 0.11184791441295959, -0.016131587256750794, 0.06654519335777091, -0.08625541470808437]","[0.48377636075019836, -0.14620506763458252, -0.2299957424402237, 0.02820521406829357, -0.05614583566784859, -0.036273326724767685, -0.18982689082622528, 0.1291106939315796, -0.08725262433290482, 0.005652743391692638]","[0.38218589386648943, 0.04039358901473956, -0.29417015143447744, -0.00543027041842163, -0.10164095287681778, -0.16567459524453684, 0.14218591021433355, 0.06456120853663466, 0.00439770744690257, -0.14112899882436009]"
N32517,tennis,"In a career of landmarks, Federer set for 1,500th match","Roger Federer will check off another landmark on Monday when he starts his bid for a 10th Basel title by playing the 1,500th match of his career. ""If I look back at my whole career I've had a lot of matches that I could have won that I lost.","In a career of landmarks, Federer set for 1,500th match Roger Federer will check off another landmark on Monday when he starts his bid for a 10th Basel title by playing the 1,500th match of his career. ""If I look back at my whole career I've had a lot of matches that I could have won that I lost.","[-0.045527281920301484, 0.04427172995461815, -0.05485559714186822, -0.13608250219210377, 0.18910474797109472, -0.12097872471514125, 0.07104442217021657, -0.027368792301446652, 0.030865407571516502, 0.02808817619850427]","[0.3935355544090271, -0.1461043655872345, -0.2565673589706421, 0.031662747263908386, -0.08107851445674896, -0.058082401752471924, 0.04491283744573593, 0.12127476185560226, -0.05382758378982544, 0.009522481821477413]","[0.33468103074950134, 0.07010219010719959, -0.17331798805591772, 0.03747351689756825, 0.02681847830702405, -0.13751710193632416, -0.014615882478887253, -0.024430178385540242, 0.048295617762944, -0.03990044206390613]"
